"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","SABPH2760","SABPH2819","SABPH2900","SABPH2947","SABPH2986"
"group_1207","","hypothetical protein","1","1","1","1","1654","1","293","","212","212","212","","","LDKIDLOJ_01424","",""
"group_1208","","hypothetical protein","1","1","1","1","1653","1","294","","149","149","149","","","LDKIDLOJ_01425","",""
"group_1209","","hypothetical protein","1","1","1","1","1652","1","295","","443","443","443","","","LDKIDLOJ_01426","",""
"group_1210","","Helix-turn-helix","1","1","1","1","1651","1","296","","218","218","218","","","LDKIDLOJ_01427","",""
"group_1211","","LexA repressor","1","1","1","1","1650","1","297","","731","731","731","","","LDKIDLOJ_01428","",""
"group_1214","","hypothetical protein","1","1","1","1","1984","1","305","","2036","2036","2036","","","LDKIDLOJ_01436","",""
"group_1215","","hypothetical protein","1","1","1","1","1985","1","304","","917","917","917","","","LDKIDLOJ_01437","",""
"group_1216","entA_1","Enterotoxin type A","1","1","1","1","1795","197","1","","857","857","857","","","LDKIDLOJ_01545","",""
"group_1217","ebh_2","Extracellular matrix-binding protein ebh","1","1","1","1","1412","151","1","","6569","6569","6569","","","LDKIDLOJ_01687","",""
"group_1218","arsB","Arsenical pump membrane protein","1","1","1","1","1333","33","2","","1292","1292","1292","","","LDKIDLOJ_01703","",""
"tetA_3","","Tetracycline resistance protein, class B","1","1","1","1","1331","33","4","","1142","1142","1142","","","LDKIDLOJ_01705","",""
"group_1220","ftsK_3","DNA translocase FtsK","1","1","1","1","1431","33","5","","464","464","464","","","LDKIDLOJ_01706","",""
"group_1221","sigS","RNA polymerase sigma factor SigS","1","1","1","1","1434","129","1","","470","470","470","","","LDKIDLOJ_01709","",""
"group_1222","","hypothetical protein","1","1","1","1","1433","129","2","","443","443","443","","","LDKIDLOJ_01710","",""
"group_1223","","hypothetical protein","1","1","1","1","1328","129","5","","443","443","443","","","LDKIDLOJ_01711","",""
"group_1224","","CAAX amino terminal protease self- immunity","1","1","1","1","1329","129","4","","635","635","635","","","LDKIDLOJ_01712","",""
"group_1225","","CAAX amino terminal protease self- immunity","1","1","1","1","1330","129","3","","620","620","620","","","LDKIDLOJ_01713","",""
"group_1226","","hypothetical protein","1","1","1","1","1453","4","20","","377","377","377","","","LDKIDLOJ_01741","",""
"group_1227","","hypothetical protein","1","1","1","1","1452","4","19","","440","440","440","","","LDKIDLOJ_01742","",""
"group_1228","","hypothetical protein","1","1","1","1","1457","4","18","","1613","1613","1613","","","LDKIDLOJ_01743","",""
"group_1229","","Proteins of 100 residues with WXG","1","1","1","1","1458","4","17","","299","299","299","","","LDKIDLOJ_01744","",""
"group_1230","","hypothetical protein","1","1","1","1","1459","4","16","","1181","1181","1181","","","LDKIDLOJ_01745","",""
"group_1231","","hypothetical protein","1","1","1","1","1460","4","15","","854","854","854","","","LDKIDLOJ_01746","",""
"group_1232","","Type I restriction modification DNA specificity domain protein","1","1","1","1","1461","4","14","","470","470","470","","","LDKIDLOJ_01747","",""
"group_1233","","Transposase","1","1","1","1","1462","4","27","","281","281","281","","","LDKIDLOJ_01748","",""
"group_1234","","Transposase","1","1","1","1","1475","134","3","","281","281","281","","","LDKIDLOJ_01794","",""
"group_1235","traP","Signal transduction protein TRAP","1","1","1","1","1510","167","1","","503","503","503","","","LDKIDLOJ_01769","",""
"group_1236","","Transposase IS200 like protein","1","1","1","1","1482","134","1","","452","452","452","","","LDKIDLOJ_01796","",""
"group_1237","blaR1","Regulatory protein BlaR1","1","1","1","1","122","125","1","","1757","1757","1757","","","LDKIDLOJ_01894","",""
"group_1238","blaZ","Beta-lactamase","1","1","1","1","121","125","2","","845","845","845","","","LDKIDLOJ_01895","",""
"group_1239","","YolD-like protein","1","1","1","1","120","125","6","","410","410","410","","","LDKIDLOJ_01896","",""
"group_1240","","hypothetical protein","1","1","1","1","119","125","5","","365","365","365","","","LDKIDLOJ_01897","",""
"group_1241","xerC_2","Tyrosine recombinase XerC","1","1","1","1","181","125","4","","2063","2063","2063","","","LDKIDLOJ_01898","",""
"xerC_3","","Tyrosine recombinase XerC","1","1","1","1","182","125","3","","1151","1151","1151","","","LDKIDLOJ_01899","",""
"group_1244","","hypothetical protein","1","1","1","1","2090","1","120","","170","170","170","","","LDKIDLOJ_01948","",""
"group_1245","","hypothetical protein","1","1","1","1","2089","1","118","","284","284","284","","","LDKIDLOJ_01950","",""
"group_1247","","hypothetical protein","1","1","1","1","2087","1","116","","194","194","194","","","LDKIDLOJ_01952","",""
"group_1248","","hypothetical protein","1","1","1","1","2086","1","115","","386","386","386","","","LDKIDLOJ_01953","",""
"group_1249","","Replication initiation and membrane attachment","1","1","1","1","2128","1","253","","884","884","884","","","LDKIDLOJ_01958","",""
"group_1250","","hypothetical protein","1","1","1","1","2140","1","181","","260","260","260","","","LDKIDLOJ_01964","",""
"group_1251","","hypothetical protein","1","1","1","1","2047","1","192","","260","260","260","","","LDKIDLOJ_01967","",""
"group_1253","","hypothetical protein","1","1","1","1","2046","1","188","","209","209","209","","","LDKIDLOJ_01969","",""
"group_1254","","CAAX amino terminal protease self- immunity","1","1","1","1","186","169","1","","743","743","743","","","LDKIDLOJ_01992","",""
"group_1257","","Integrase core domain protein","1","1","1","1","466","143","1","","1292","1292","1292","","","LDKIDLOJ_02026","",""
"group_1258","","Integrase core domain protein","1","1","1","1","3601","147","2","","1292","1292","1292","","","LDKIDLOJ_02446","",""
"group_1259","","Insertion sequence putative ATP-binding protein","1","1","1","1","467","143","2","","761","761","761","","","LDKIDLOJ_02027","",""
"group_1260","","Insertion sequence putative ATP-binding protein","1","1","1","1","3600","147","1","","761","761","761","","","LDKIDLOJ_02445","",""
"group_1261","","ATP synthase I chain","1","1","1","1","417","162","1","","353","353","353","","","LDKIDLOJ_02079","",""
"group_1262","arg","Arginase","1","1","1","1","226","150","1","","908","908","908","","","LDKIDLOJ_02128","",""
"group_1263","sdrM","Multidrug efflux pump SdrM","1","1","1","1","362","149","1","","1343","1343","1343","","","LDKIDLOJ_02141","",""
"group_1264","","hypothetical protein","1","1","1","1","230","34","3","","125","125","125","","","LDKIDLOJ_02172","",""
"group_1265","","Hyaluronate lyase","1","1","1","1","323","203","1","","2426","2426","2426","","","LDKIDLOJ_02175","",""
"group_1266","","hypothetical protein","1","1","1","1","320","203","4","","278","278","278","","","LDKIDLOJ_02177","",""
"group_1267","tagE_3","putative poly(glycerol-phosphate) alpha-glucosyltransferase","1","1","1","1","321","203","3","","1517","1517","1517","","","LDKIDLOJ_02178","",""
"group_1268","","hypothetical protein","1","1","1","1","52","194","1","","572","572","572","","","LDKIDLOJ_02291","",""
"group_1269","emrB_2","Multidrug export protein EmrB","1","1","1","1","77","187","1","","1937","1937","1937","","","LDKIDLOJ_02314","",""
"group_1270","","hypothetical protein","1","1","1","1","3731","130","2","","455","455","455","","","LDKIDLOJ_02326","",""
"group_1271","","Bacterial regulatory proteins, tetR family","1","1","1","1","3730","130","3","","563","563","563","","","LDKIDLOJ_02327","",""
"ybhF","","putative ABC transporter ATP-binding protein YbhF","1","1","1","1","3729","130","4","","728","728","728","","","LDKIDLOJ_02328","",""
"ybhR","","Inner membrane transport permease YbhR","1","1","1","1","3728","130","1","","1082","1082","1082","","","LDKIDLOJ_02329","",""
"group_1274","","hypothetical protein","1","1","1","1","3716","45","1","","176","176","176","","","LDKIDLOJ_02336","",""
"group_1275","sirB","Sirohydrochlorin ferrochelatase","1","1","1","1","88","181","1","","731","731","731","","","LDKIDLOJ_02365","",""
"group_1276","","hypothetical protein","1","1","1","1","3685","155","1","","182","182","182","","","LDKIDLOJ_02368","",""
"group_1277","sbi","Immunoglobulin-binding protein sbi","1","1","1","1","3670","186","1","","1310","1310","1310","","","LDKIDLOJ_02383","",""
"group_1278","fetA","putative iron export ATP-binding protein FetA","1","1","1","1","3633","191","1","","662","662","662","","","LDKIDLOJ_02420","",""
"group_1280","","hypothetical protein","1","1","1","1","3609","23","3","","425","425","425","","","LDKIDLOJ_02440","",""
"group_1281","","hypothetical protein","1","1","1","1","3596","10","11","","1271","1271","1271","","","LDKIDLOJ_02452","",""
"group_1282","","putative lipoprotein","1","1","1","1","3595","10","12","","773","773","773","","","LDKIDLOJ_02453","",""
"group_1283","","putative lipoprotein","1","1","1","1","3586","10","16","","752","752","752","","","LDKIDLOJ_02455","",""
"group_1284","zitR","Transcriptional regulator ZitR","1","1","1","1","3554","131","1","","386","386","386","","","LDKIDLOJ_02481","",""
"group_1285","","hypothetical protein","1","1","1","1","101","132","4","","206","206","206","","","LDKIDLOJ_02509","",""
"group_1286","","Zinc-type alcohol dehydrogenase-like protein","1","1","1","1","106","199","1","","1025","1025","1025","","","LDKIDLOJ_02554","",""
"group_1287","","hypothetical protein","1","1","1","1","2869","153","1","","248","248","248","","","LDKIDLOJ_02582","",""
"group_1290","","hypothetical protein","1","1","1","1","2838","127","1","","473","473","473","","","LDKIDLOJ_02615","",""
"group_1291","","hypothetical protein","1","1","1","1","2822","137","1","","776","776","776","","","LDKIDLOJ_02630","",""
"group_1292","","hypothetical protein","1","1","1","1","2821","137","2","","1010","1010","1010","","","LDKIDLOJ_02631","",""
"group_1293","","hypothetical protein","1","1","1","1","2820","137","3","Hypothetical protein with no hits to refseq/uniprot/clusters/cdd/tigrfams/pfam overlapping another protein with hits","455","455","455","","","LDKIDLOJ_02632","",""
"group_1294","","hypothetical protein","1","1","1","1","2527","185","1","","626","626","626","","","LDKIDLOJ_02635","",""
"group_1295","nhoA","N-hydroxyarylamine O-acetyltransferase","1","1","1","1","2776","171","1","","800","800","800","","","LDKIDLOJ_02671","",""
"group_1297","","hypothetical protein","1","1","1","1","2537","28","2","","191","191","191","","","","","GIPNDHBP_02772"
"group_1298","","Firmicute plasmid replication protein (RepL)","1","1","1","4","2","139","1","Investigate","476","476","476","","","LDKIDLOJ_02687","",""
"ermC'","","rRNA adenine N-6-methyltransferase","1","1","1","4","1","139","2","Investigate","734","734","734","","","LDKIDLOJ_02688","",""
"gltA_2","","Glutamate synthase [NADPH] large chain","1","1","1","1","647","107","1","","3785","3785","3785","BPOBBBHG_00422","","","",""
"group_1300","","hypothetical protein","1","1","1","1","2573","3","125","","305","305","305","","","","HHCDGDKF_00027",""
"group_1301","","hypothetical protein","1","1","1","1","2572","3","126","","863","863","863","","","","HHCDGDKF_00028",""
"group_1302","","hypothetical protein","1","1","1","1","2571","3","127","","698","698","698","","","","HHCDGDKF_00029",""
"group_1303","","hypothetical protein","1","1","1","1","2570","3","128","","722","722","722","","","","HHCDGDKF_00030",""
"group_1304","","DNA polymerase family A","1","1","1","1","2569","3","129","","1100","1100","1100","","","","HHCDGDKF_00031",""
"group_1305","","hypothetical protein","1","1","1","1","2568","3","124","","371","371","371","","","","HHCDGDKF_00032",""
"group_1306","","hypothetical protein","1","1","1","1","2567","3","123","","1643","1643","1643","","","","HHCDGDKF_00033",""
"group_1307","hin_1","DNA-invertase hin","1","1","1","1","2566","3","122","","1685","1685","1685","","","","HHCDGDKF_00035",""
"group_1308","","hypothetical protein","1","1","1","1","2564","3","120","","338","338","338","","","","HHCDGDKF_00037",""
"group_1309","","hypothetical protein","1","1","1","1","2563","3","119","","311","311","311","","","","HHCDGDKF_00039",""
"group_1310","","hypothetical protein","1","1","1","1","2562","3","118","","506","506","506","","","","HHCDGDKF_00040",""
"group_1311","","hypothetical protein","1","1","1","1","2561","3","117","","317","317","317","","","","HHCDGDKF_00041",""
"group_1312","xerC_1","Tyrosine recombinase XerC","1","1","1","1","2560","3","116","","1085","1085","1085","","","","HHCDGDKF_00042",""
"xerC_7","","Tyrosine recombinase XerC","1","1","1","1","1820","26","3","","1085","1085","1085","","","","HHCDGDKF_01687",""
"ant1_1","","Streptomycin 3''-adenylyltransferase","1","1","1","1","2557","3","113","","782","782","782","","","","HHCDGDKF_00045",""
"ant1_2","","Streptomycin 3''-adenylyltransferase","1","1","1","1","1824","26","7","","782","782","782","","","","HHCDGDKF_01683",""
"ermA1_1","","rRNA adenine N-6-methyltransferase","1","1","1","1","2556","3","112","","731","731","731","","","","HHCDGDKF_00046",""
"ermA1_2","","rRNA adenine N-6-methyltransferase","1","1","1","1","1825","26","8","","731","731","731","","","","HHCDGDKF_01682",""
"ycgJ_1","","putative methyltransferase YcgJ","1","1","1","1","2555","3","111","","662","662","662","","","","HHCDGDKF_00047",""
"ycgJ_2","","putative methyltransferase YcgJ","1","1","1","1","1826","26","9","","662","662","662","","","","HHCDGDKF_01681",""
"group_1320","","hypothetical protein","1","1","1","1","2554","3","110","","872","872","872","","","","HHCDGDKF_00048",""
"group_1321","","hypothetical protein","1","1","1","1","2553","3","109","","290","290","290","","","","HHCDGDKF_00049",""
"group_1322","","hypothetical protein","1","1","1","1","2552","3","108","","488","488","488","","","","HHCDGDKF_00050",""
"group_1323","","hypothetical protein","1","1","1","1","2551","3","107","","527","527","527","","","","HHCDGDKF_00051",""
"group_1324","","hypothetical protein","1","1","1","1","2550","3","106","","416","416","416","","","","HHCDGDKF_00052",""
"group_1325","","hypothetical protein","1","1","1","1","2574","3","105","","221","221","221","","","","HHCDGDKF_00053",""
"group_1326","","hypothetical protein","1","1","1","1","2575","3","104","","566","566","566","","","","HHCDGDKF_00054",""
"group_1327","hsdR_1","Type-1 restriction enzyme R protein","1","1","1","1","2576","3","103","","2159","2159","2159","","","","HHCDGDKF_00055",""
"merR1_1","","Mercuric resistance operon regulatory protein","1","1","1","1","2579","3","100","","407","407","407","","","","HHCDGDKF_00058",""
"merR1_2","","Mercuric resistance operon regulatory protein","1","1","1","1","2450","2","202","","407","407","407","","","","HHCDGDKF_02969",""
"group_1330","","Cytochrome C biogenesis protein transmembrane region","1","1","1","1","2581","3","98","","680","680","680","","","","HHCDGDKF_00060",""
"group_1331","","Cytochrome C biogenesis protein transmembrane region","1","1","1","1","2448","2","204","","680","680","680","","","","HHCDGDKF_02967",""
"group_1332","","hypothetical protein","1","1","1","1","2582","3","97","","338","338","338","","","","HHCDGDKF_00061",""
"group_1333","","hypothetical protein","1","1","1","1","2507","2","205","","338","338","338","","","","HHCDGDKF_02966",""
"merA_1","","Mercuric reductase","1","1","1","1","2583","3","96","","1643","1643","1643","","","","HHCDGDKF_00062",""
"merA_2","","Mercuric reductase","1","1","1","1","2508","2","206","","1643","1643","1643","","","","HHCDGDKF_02965",""
